name,startTime,endTime,type,track,color
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Hydrated,3148.899999976158,3175.899999976158,Blocking,Scheduler,tertiary-dark
Hydrated,3148.899999976158,3175.899999976158,Blocking,Scheduler,tertiary-dark
Hydrated,3148.899999976158,3175.899999976158,Blocking,Scheduler,tertiary-dark
Commit,3175.899999976158,3178.0999999940395,Blocking,Scheduler,secondary-dark
Commit,3175.899999976158,3178.0999999940395,Blocking,Scheduler,secondary-dark
Commit,3175.899999976158,3178.0999999940395,Blocking,Scheduler,secondary-dark
,3178.0999999940395,3179.2999999821186,Blocking,Scheduler,secondary-light
,3178.0999999940395,3179.2999999821186,Blocking,Scheduler,secondary-light
,3178.0999999940395,3179.2999999821186,Blocking,Scheduler,secondary-light
Remaining Effects,3179.2999999821186,3186.199999988079,Blocking,Scheduler,secondary-dark
Remaining Effects,3179.2999999821186,3186.199999988079,Blocking,Scheduler,secondary-dark
Remaining Effects,3179.2999999821186,3186.199999988079,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Cascading Update,3186.199999988079,3186.5999999940395,Blocking,Scheduler,error
Cascading Update,3186.199999988079,3186.5999999940395,Blocking,Scheduler,error
Cascading Update,3186.199999988079,3186.5999999940395,Blocking,Scheduler,error
Render,3186.5999999940395,3188,Blocking,Scheduler,primary-dark
Render,3186.5999999940395,3188,Blocking,Scheduler,primary-dark
Render,3186.5999999940395,3188,Blocking,Scheduler,primary-dark
Commit,3188,3188.199999988079,Blocking,Scheduler,secondary-dark
Commit,3188,3188.199999988079,Blocking,Scheduler,secondary-dark
Commit,3188,3188.199999988079,Blocking,Scheduler,secondary-dark
,3188.199999988079,3188.5,Blocking,Scheduler,secondary-light
,3188.199999988079,3188.5,Blocking,Scheduler,secondary-light
,3188.199999988079,3188.5,Blocking,Scheduler,secondary-light
Remaining Effects,3188.5,3189.2999999821186,Blocking,Scheduler,secondary-dark
Remaining Effects,3188.5,3189.2999999821186,Blocking,Scheduler,secondary-dark
Remaining Effects,3188.5,3189.2999999821186,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Cascading Update,3189.2999999821186,3199.2999999821186,Blocking,Scheduler,error
Cascading Update,3189.2999999821186,3199.2999999821186,Blocking,Scheduler,error
Cascading Update,3189.2999999821186,3199.2999999821186,Blocking,Scheduler,error
Render,3199.2999999821186,3200.2999999821186,Blocking,Scheduler,primary-dark
Render,3199.2999999821186,3200.2999999821186,Blocking,Scheduler,primary-dark
Render,3199.2999999821186,3200.2999999821186,Blocking,Scheduler,primary-dark
Commit,3200.2999999821186,3200.699999988079,Blocking,Scheduler,secondary-dark
Commit,3200.2999999821186,3200.699999988079,Blocking,Scheduler,secondary-dark
Commit,3200.2999999821186,3200.699999988079,Blocking,Scheduler,secondary-dark
Waiting for Paint,3200.699999988079,3201.0999999940395,Blocking,Scheduler,secondary-light
Waiting for Paint,3200.699999988079,3201.0999999940395,Blocking,Scheduler,secondary-light
Waiting for Paint,3200.699999988079,3201.0999999940395,Blocking,Scheduler,secondary-light
Remaining Effects,3201.0999999940395,3201.7999999821186,Blocking,Scheduler,secondary-dark
Remaining Effects,3201.0999999940395,3201.7999999821186,Blocking,Scheduler,secondary-dark
Remaining Effects,3201.0999999940395,3201.7999999821186,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
