name,startTime,endTime,type,track,color
Update,15838.40000000596,15839,Blocking,Scheduler,primary-light
Render,15839,15851.300000011921,Blocking,Scheduler,primary-dark
Commit,15851.300000011921,15852.40000000596,Blocking,Scheduler,secondary-dark
Waiting for Paint,15852.40000000596,15854.699999988079,Blocking,Scheduler,secondary-light
Remaining Effects,15854.699999988079,15884.09999999404,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,15884.40000000596,15884.699999988079,Blocking,Scheduler,primary-light
Render,15884.699999988079,15885.300000011921,Blocking,Scheduler,primary-dark
Commit,15885.300000011921,15885.5,Blocking,Scheduler,secondary-dark
Waiting for Paint,15885.5,15885.5,Blocking,Scheduler,secondary-light
Remaining Effects,15885.5,15887.09999999404,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: input,15938.800000011921,15939,Blocking,Scheduler,warning
Update,15939,15939.5,Blocking,Scheduler,primary-light
Render,15939.5,15942.699999988079,Blocking,Scheduler,primary-dark
Commit,15942.699999988079,15943.09999999404,Blocking,Scheduler,secondary-dark
,15943.09999999404,15943.199999988079,Blocking,Scheduler,secondary-light
Remaining Effects,15943.199999988079,15944.800000011921,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,15948.90000000596,15949.199999988079,Blocking,Scheduler,primary-light
Render,15949.199999988079,15949.59999999404,Blocking,Scheduler,primary-dark
Commit,15949.59999999404,15949.59999999404,Blocking,Scheduler,secondary-dark
Waiting for Paint,15949.59999999404,15949.699999988079,Blocking,Scheduler,secondary-light
Remaining Effects,15949.699999988079,15950.09999999404,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: input,16003.800000011921,16004.09999999404,Blocking,Scheduler,warning
Update,16004.09999999404,16004.800000011921,Blocking,Scheduler,primary-light
Render,16004.800000011921,16007.90000000596,Blocking,Scheduler,primary-dark
Commit,16007.90000000596,16008.300000011921,Blocking,Scheduler,secondary-dark
,16008.300000011921,16008.40000000596,Blocking,Scheduler,secondary-light
Remaining Effects,16008.40000000596,16010,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: load,16030,16030.699999988079,Blocking,Scheduler,warning
Update,16030.699999988079,16031.59999999404,Blocking,Scheduler,primary-light
Render,16031.59999999404,16046.59999999404,Blocking,Scheduler,primary-dark
Commit,16046.59999999404,16047.300000011921,Blocking,Scheduler,secondary-dark
Waiting for Paint,16047.300000011921,16050.300000011921,Blocking,Scheduler,secondary-light
Remaining Effects,16050.300000011921,16091.09999999404,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: load,16091.800000011921,16092.40000000596,Blocking,Scheduler,warning
Update,16092.40000000596,16093,Blocking,Scheduler,primary-light
Render,16093,16103,Blocking,Scheduler,primary-dark
Commit,16103,16103.800000011921,Blocking,Scheduler,secondary-dark
Waiting for Paint,16103.800000011921,16105.199999988079,Blocking,Scheduler,secondary-light
Remaining Effects,16105.199999988079,16119,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: input,16180.199999988079,16180.300000011921,Blocking,Scheduler,warning
Update,16180.300000011921,16180.800000011921,Blocking,Scheduler,primary-light
Render,16180.800000011921,16183.59999999404,Blocking,Scheduler,primary-dark
Commit,16183.59999999404,16183.800000011921,Blocking,Scheduler,secondary-dark
,16183.800000011921,16184,Blocking,Scheduler,secondary-light
Remaining Effects,16184,16185.5,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: load,16230.300000011921,16230.90000000596,Blocking,Scheduler,warning
Update,16230.90000000596,16232.09999999404,Blocking,Scheduler,primary-light
Render,16232.09999999404,16259,Blocking,Scheduler,primary-dark
Commit,16259,16259.800000011921,Blocking,Scheduler,secondary-dark
Waiting for Paint,16259.800000011921,16267.5,Blocking,Scheduler,secondary-light
Remaining Effects,16267.5,16341.300000011921,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: input,16341.90000000596,16342.09999999404,Blocking,Scheduler,warning
Update,16342.09999999404,16342.5,Blocking,Scheduler,primary-light
Render,16342.5,16344.800000011921,Blocking,Scheduler,primary-dark
Commit,16344.800000011921,16345,Blocking,Scheduler,secondary-dark
,16345,16345.199999988079,Blocking,Scheduler,secondary-light
Remaining Effects,16345.199999988079,16346.59999999404,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,16348.5,16348.699999988079,Blocking,Scheduler,primary-light
Render,16348.699999988079,16350.800000011921,Blocking,Scheduler,primary-dark
Commit,16350.800000011921,16351.199999988079,Blocking,Scheduler,secondary-dark
Waiting for Paint,16351.199999988079,16351.59999999404,Blocking,Scheduler,secondary-light
Remaining Effects,16351.59999999404,16355,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: input,16357.59999999404,16357.800000011921,Blocking,Scheduler,warning
Update,16357.800000011921,16358.199999988079,Blocking,Scheduler,primary-light
Render,16358.199999988079,16360.699999988079,Blocking,Scheduler,primary-dark
Commit,16360.699999988079,16361,Blocking,Scheduler,secondary-dark
,16361,16361.09999999404,Blocking,Scheduler,secondary-light
Remaining Effects,16361.09999999404,16362.59999999404,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: load,16390.19999998808,16390.5,Blocking,Scheduler,warning
Update,16390.5,16391.40000000596,Blocking,Scheduler,primary-light
Render,16391.40000000596,16409.69999998808,Blocking,Scheduler,primary-dark
Commit,16409.69999998808,16411,Blocking,Scheduler,secondary-dark
Waiting for Paint,16411,16414.59999999404,Blocking,Scheduler,secondary-light
Remaining Effects,16414.59999999404,16442.80000001192,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: load,16442.80000001192,16442.80000001192,Blocking,Scheduler,warning
Update,16442.80000001192,16443.5,Blocking,Scheduler,primary-light
Render,16443.5,16463.30000001192,Blocking,Scheduler,primary-dark
Commit,16463.30000001192,16466.19999998808,Blocking,Scheduler,secondary-dark
Waiting for Paint,16466.19999998808,16480,Blocking,Scheduler,secondary-light
Remaining Effects,16480,16512.5,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,16512.5,16513.80000001192,Blocking,Scheduler,primary-light
Render,16513.80000001192,16516.09999999404,Blocking,Scheduler,primary-dark
Commit,16516.09999999404,16516.30000001192,Blocking,Scheduler,secondary-dark
,16516.30000001192,16516.5,Blocking,Scheduler,secondary-light
Remaining Effects,16516.5,16517.90000000596,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: load,16561.40000000596,16561.69999998808,Blocking,Scheduler,warning
Update,16561.69999998808,16562.59999999404,Blocking,Scheduler,primary-light
Render,16562.59999999404,16577.90000000596,Blocking,Scheduler,primary-dark
Commit,16577.90000000596,16579.30000001192,Blocking,Scheduler,secondary-dark
Waiting for Paint,16579.30000001192,16581.30000001192,Blocking,Scheduler,secondary-light
Remaining Effects,16581.30000001192,16608.5,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: mousemove,17002.69999998808,17011.59999999404,Blocking,Scheduler,warning
Update,17011.59999999404,17012.69999998808,Blocking,Scheduler,primary-light
Render,17012.69999998808,17044.09999999404,Blocking,Scheduler,primary-dark
Commit,17044.09999999404,17046.09999999404,Blocking,Scheduler,secondary-dark
Waiting for Paint,17046.09999999404,17052.30000001192,Blocking,Scheduler,secondary-light
Remaining Effects,17052.30000001192,17088.90000000596,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: click,17260.59999999404,17263.40000000596,Blocking,Scheduler,warning
Update,17263.40000000596,17263.80000001192,Blocking,Scheduler,primary-light
Render,17263.80000001192,17264.40000000596,Blocking,Scheduler,primary-dark
Commit,17264.40000000596,17267,Blocking,Scheduler,secondary-dark
,17267,17267.30000001192,Blocking,Scheduler,secondary-light
Remaining Effects,17267.30000001192,17277.80000001192,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,20648.59999999404,20649,Blocking,Scheduler,primary-light
Render,20649,20650,Blocking,Scheduler,primary-dark
Commit,20650,20652,Blocking,Scheduler,secondary-dark
Waiting for Paint,20652,20652.40000000596,Blocking,Scheduler,secondary-light
Remaining Effects,20652.40000000596,20652.90000000596,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,21540.59999999404,21541,Transition,Scheduler,primary-light
Render,21541,21608.09999999404,Transition,Scheduler,primary-dark
Commit,21608.09999999404,21622.40000000596,Transition,Scheduler,secondary-dark
,21622.40000000596,21624.5,Transition,Scheduler,secondary-light
Remaining Effects,21624.5,21791.19999998808,Transition,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Cascading Update,21621.40000000596,21791.59999999404,Blocking,Scheduler,error
Render,21791.59999999404,21792.69999998808,Blocking,Scheduler,primary-dark
Commit,21792.69999998808,21793,Blocking,Scheduler,secondary-dark
,21793,21793.09999999404,Blocking,Scheduler,secondary-light
