name,startTime,endTime,type,track,color
Remaining Effects,21793.09999999404,21794.59999999404,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update Blocked,21810.59999999404,21821.40000000596,Blocking,Scheduler,primary-light
Render,21821.40000000596,21822.40000000596,Blocking,Scheduler,primary-dark
Commit,21822.40000000596,21822.59999999404,Blocking,Scheduler,secondary-dark
Waiting for Paint,21822.59999999404,21822.80000001192,Blocking,Scheduler,secondary-light
Remaining Effects,21822.80000001192,21824.90000000596,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Render,21825.19999998808,21870.30000001192,Suspense,Scheduler,primary-dark
Throttled,21870.30000001192,21912.5,Suspense,Scheduler,secondary-light
Commit,21912.5,21934.59999999404,Suspense,Scheduler,secondary-dark
,21934.59999999404,21935,Suspense,Scheduler,secondary-light
Remaining Effects,21935,22003.30000001192,Suspense,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Cascading Update,21933,22003.59999999404,Blocking,Scheduler,error
Render,22003.59999999404,22039,Blocking,Scheduler,primary-dark
Commit,22039,22042.40000000596,Blocking,Scheduler,secondary-dark
,22042.40000000596,22042.69999998808,Blocking,Scheduler,secondary-light
Remaining Effects,22042.69999998808,22067,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22082.80000001192,22083.09999999404,Blocking,Scheduler,primary-light
Render,22083.09999999404,22083.80000001192,Blocking,Scheduler,primary-dark
Commit,22083.80000001192,22083.80000001192,Blocking,Scheduler,secondary-dark
,22083.80000001192,22083.90000000596,Blocking,Scheduler,secondary-light
Remaining Effects,22083.90000000596,22084.80000001192,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22084.90000000596,22085.09999999404,Blocking,Scheduler,primary-light
Render,22085.09999999404,22085.40000000596,Blocking,Scheduler,primary-dark
Commit,22085.40000000596,22085.40000000596,Blocking,Scheduler,secondary-dark
,22085.40000000596,22085.5,Blocking,Scheduler,secondary-light
Remaining Effects,22085.5,22086.5,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22086.59999999404,22086.90000000596,Blocking,Scheduler,primary-light
Render,22086.90000000596,22087.30000001192,Blocking,Scheduler,primary-dark
Commit,22087.30000001192,22087.5,Blocking,Scheduler,secondary-dark
,22087.5,22087.5,Blocking,Scheduler,secondary-light
Remaining Effects,22087.5,22088.5,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22088.59999999404,22088.80000001192,Blocking,Scheduler,primary-light
Render,22088.80000001192,22089.19999998808,Blocking,Scheduler,primary-dark
Commit,22089.19999998808,22089.40000000596,Blocking,Scheduler,secondary-dark
,22089.40000000596,22089.40000000596,Blocking,Scheduler,secondary-light
Remaining Effects,22089.40000000596,22090.40000000596,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22090.5,22090.69999998808,Blocking,Scheduler,primary-light
Render,22090.69999998808,22091,Blocking,Scheduler,primary-dark
Commit,22091,22091,Blocking,Scheduler,secondary-dark
,22091,22091.09999999404,Blocking,Scheduler,secondary-light
Remaining Effects,22091.09999999404,22092,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22093.90000000596,22097.09999999404,Blocking,Scheduler,primary-light
Render,22097.09999999404,22117.90000000596,Blocking,Scheduler,primary-dark
Commit,22117.90000000596,22118.69999998808,Blocking,Scheduler,secondary-dark
Waiting for Paint,22118.69999998808,22119.30000001192,Blocking,Scheduler,secondary-light
Remaining Effects,22119.30000001192,22120.5,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Cascading Update,22120.5,22120.90000000596,Blocking,Scheduler,error
Render,22120.90000000596,22123.09999999404,Blocking,Scheduler,primary-dark
Commit,22123.09999999404,22123.30000001192,Blocking,Scheduler,secondary-dark
Waiting for Paint,22123.30000001192,22123.5,Blocking,Scheduler,secondary-light
Remaining Effects,22123.5,22129.59999999404,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22161.30000001192,22162.09999999404,Blocking,Scheduler,primary-light
Render,22162.09999999404,22182.90000000596,Blocking,Scheduler,primary-dark
Commit,22182.90000000596,22183.80000001192,Blocking,Scheduler,secondary-dark
Waiting for Paint,22183.80000001192,22186.59999999404,Blocking,Scheduler,secondary-light
Remaining Effects,22186.59999999404,22194,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22194,22194.5,Blocking,Scheduler,primary-light
Render,22194.5,22197.69999998808,Blocking,Scheduler,primary-dark
Commit,22197.69999998808,22198,Blocking,Scheduler,secondary-dark
Waiting for Paint,22198,22198.19999998808,Blocking,Scheduler,secondary-light
Remaining Effects,22198.19999998808,22201.59999999404,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22647.80000001192,22648.19999998808,Blocking,Scheduler,primary-light
Render,22648.19999998808,22649.30000001192,Blocking,Scheduler,primary-dark
Commit,22649.30000001192,22649.5,Blocking,Scheduler,secondary-dark
Waiting for Paint,22649.5,22649.80000001192,Blocking,Scheduler,secondary-light
Remaining Effects,22649.80000001192,22650.90000000596,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22652.19999998808,22652.40000000596,Blocking,Scheduler,primary-light
Render,22652.40000000596,22653,Blocking,Scheduler,primary-dark
Commit,22653,22653.09999999404,Blocking,Scheduler,secondary-dark
Waiting for Paint,22653.09999999404,22653.30000001192,Blocking,Scheduler,secondary-light
Remaining Effects,22653.30000001192,22654.30000001192,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22657.5,22657.80000001192,Blocking,Scheduler,primary-light
Render,22657.80000001192,22658.19999998808,Blocking,Scheduler,primary-dark
Commit,22658.19999998808,22658.40000000596,Blocking,Scheduler,secondary-dark
Waiting for Paint,22658.40000000596,22658.59999999404,Blocking,Scheduler,secondary-light
Remaining Effects,22658.59999999404,22659.5,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22662.69999998808,22662.90000000596,Blocking,Scheduler,primary-light
Render,22662.90000000596,22663.30000001192,Blocking,Scheduler,primary-dark
Commit,22663.30000001192,22663.5,Blocking,Scheduler,secondary-dark
Waiting for Paint,22663.5,22663.59999999404,Blocking,Scheduler,secondary-light
Remaining Effects,22663.59999999404,22664.59999999404,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,22666.40000000596,22666.59999999404,Blocking,Scheduler,primary-light
Render,22666.59999999404,22667.09999999404,Blocking,Scheduler,primary-dark
Commit,22667.09999999404,22667.30000001192,Blocking,Scheduler,secondary-dark
Waiting for Paint,22667.30000001192,22667.40000000596,Blocking,Scheduler,secondary-light
Remaining Effects,22667.40000000596,22668.30000001192,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: message,22860.19999998808,22860.5,Blocking,Scheduler,warning
Update,22860.5,22861.09999999404,Blocking,Scheduler,primary-light
Render,22861.09999999404,22867,Blocking,Scheduler,primary-dark
Commit,22867,22867.5,Blocking,Scheduler,secondary-dark
Waiting for Paint,22867.5,22867.69999998808,Blocking,Scheduler,secondary-light
Remaining Effects,22867.69999998808,22872.59999999404,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,23081,23082.5,Blocking,Scheduler,primary-light
Render,23082.5,23083.19999998808,Blocking,Scheduler,primary-dark
Commit,23083.19999998808,23083.30000001192,Blocking,Scheduler,secondary-dark
Waiting for Paint,23083.30000001192,23085,Blocking,Scheduler,secondary-light
Remaining Effects,23085,23086,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,23361.90000000596,23362.19999998808,Blocking,Scheduler,primary-light
Render,23362.19999998808,23363.59999999404,Blocking,Scheduler,primary-dark
Commit,23363.59999999404,23363.69999998808,Blocking,Scheduler,secondary-dark
Waiting for Paint,23363.69999998808,23365.09999999404,Blocking,Scheduler,secondary-light
Remaining Effects,23365.09999999404,23367.80000001192,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,23969.80000001192,23970.09999999404,Blocking,Scheduler,primary-light
Render,23970.09999999404,23970.90000000596,Blocking,Scheduler,primary-dark
Commit,23970.90000000596,23971.09999999404,Blocking,Scheduler,secondary-dark
Waiting for Paint,23971.09999999404,23971.19999998808,Blocking,Scheduler,secondary-light
Remaining Effects,23971.19999998808,23972.69999998808,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: message,24243.59999999404,24251.19999998808,Blocking,Scheduler,warning
Update,24251.19999998808,24252.09999999404,Blocking,Scheduler,primary-light
Render,24252.09999999404,24256.40000000596,Blocking,Scheduler,primary-dark
Commit,24256.40000000596,24256.80000001192,Blocking,Scheduler,secondary-dark
Waiting for Paint,24256.80000001192,24257,Blocking,Scheduler,secondary-light
Remaining Effects,24257,24261.80000001192,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Event: message,24261.80000001192,24261.80000001192,Blocking,Scheduler,warning
Update,24261.80000001192,24263.19999998808,Blocking,Scheduler,primary-light
Render,24263.19999998808,24263.69999998808,Blocking,Scheduler,primary-dark
Commit,24263.69999998808,24263.80000001192,Blocking,Scheduler,secondary-dark
Waiting for Paint,24263.80000001192,24264,Blocking,Scheduler,secondary-light
Remaining Effects,24264,24264.80000001192,Blocking,Scheduler,secondary-dark
Blocking Track,0.003,0.003,Blocking,Scheduler,primary-light
Transition Track,0.003,0.003,Transition,Scheduler,primary-light
Suspense Track,0.003,0.003,Suspense,Scheduler,primary-light
Idle Track,0.003,0.003,Idle,Scheduler,primary-light
Update,24465.59999999404,24466,Blocking,Scheduler,primary-light
Render,24466,24466.40000000596,Blocking,Scheduler,primary-dark
Commit,24466.40000000596,24466.69999998808,Blocking,Scheduler,secondary-dark
Waiting for Paint,24466.69999998808,24466.90000000596,Blocking,Scheduler,secondary-light
Remaining Effects,24466.90000000596,24467.80000001192,Blocking,Scheduler,secondary-dark
